~id, ~label, title:string
t1825, Tag, sneaker collection
t1826, Tag, sneaker addict
t1828, Tag, performance review
p184, Person, Tom Daley
t1829, Tag, travel
t1830, Tag, matty lee
t1831, Tag, tom and matty
t1832, Tag, japan
t1833, Tag, tom daley baby
t1834, Tag, korea
t1835, Tag, gb divers
t1836, Tag, turkey
t1837, Tag, bulk powders
t1838, Tag, tom does japan
p185, Person, WhatCulture Wrestling
t1839, Tag, what culture
t1840, Tag, whatculture
t1841, Tag, whatculture wrestling
t1842, Tag, whatculture wwe
t1844, Tag, wrestling
t1846, Tag, all elite wrestling
t1847, Tag, cm punk
t1848, Tag, wwe raw
p186, Person, USA Gymnastics
t1849, Tag, usa
t1850, Tag, gymnastics
t1852, Tag, national team
t1855, Tag, gymnastics tricks
t1856, Tag, usa gymnastics
t1857, Tag, gymnast
t1858, Tag, gymnastics tips
p187, Person, Transworld Skateboarding
t1859, Tag, transworld skateboarding
t1860, Tag, skateboarding
t1861, Tag, skateboard
t1862, Tag, skatepark
t1863, Tag, skate
t1864, Tag, flip tricks
t1865, Tag, wheels
t1866, Tag, ollie
t1867, Tag, twskate
t1868, Tag, board
p188, Person, ToNYD2WiLD
t1869, Tag, 2wild4tv
t1870, Tag, air jordan
t1872, Tag, 2019 sneaker releases
t1873, Tag, early sneaker pickups
t1874, Tag, young man
t1876, Tag, air jordan 1
t1877, Tag, sneaker pickup
t1878, Tag, sneaker releases
p189, Person, World Rugby
t1879, Tag, rugby world cup
t1880, Tag, rugby
t1881, Tag, rugby world cup 2019
t1882, Tag, south africa
t1883, Tag, world rugby
t1884, Tag, springboks
t1885, Tag, rwc 2019
t1886, Tag, world rugby awards
t1887, Tag, england v south africa
p190, Person, ThrasherMagazine
t1889, Tag, thrasher
t1890, Tag, magazine
t1891, Tag, thrasher magazine
t1892, Tag, king of the road
t1893, Tag, firing line
t1894, Tag, double rock
t1897, Tag, kickflip
t1898, Tag, hall of meat
p191, Person, Ezvid Wiki
p192, Person, Matt Schaefer
t1899, Tag, matt
t1900, Tag, schaefer
t1901, Tag, ms
t1902, Tag, tech
t1903, Tag, keyboard
t1904, Tag, mechanical
t1906, Tag, unboxing
t1907, Tag, setup
p193, Person, XEETECHCARE
t1909, Tag, samsung galaxy s11
t1910, Tag, galaxy s11 plus
t1911, Tag, samsung galaxy s11 plus
t1912, Tag, galaxy s11 leaks
t1913, Tag, galaxy
t1914, Tag, galaxy s11 rumors
t1915, Tag, galaxy s11 unboxing
t1916, Tag, samsung galaxy s11 leaks
t1917, Tag, galaxy s11 camera
t1918, Tag, galaxy s11 release date
p194, Person, iCrackUriDevice
t1919, Tag, icrackuridevice
t1920, Tag, checkrain
t1921, Tag, checkra1n
t1922, Tag, checkra1n jailbreak
t1923, Tag, 13.2
t1924, Tag, checkrain jailbreak
t1925, Tag, how to jailbreak ios 13
t1926, Tag, jailbreak for ios 13
t1927, Tag, 13.3
t1928, Tag, mac
p195, Person, Paul's Hardware
t1929, Tag, computer
t1930, Tag, personal computer
t1931, Tag, computer hardware
t1932, Tag, paulshardware
t1933, Tag, liquid cooling
t1934, Tag, custom water cooling
t1935, Tag, ryzen
t1936, Tag, water cooled gaming pc
t1937, Tag, paul and kyle
t1938, Tag, tech news
p196, Person, ZONEofTECH
t1939, Tag, iphone 11 pro max battery
t1940, Tag, pixel 4 battery
t1941, Tag, note 10 battery
t1942, Tag, oneplus 7t pro battery
t1943, Tag, iphone 11 pro max
t1944, Tag, pixel 4 xl
t1945, Tag, pixel 4
t1946, Tag, google pixel 4
t1947, Tag, note 10+
t1948, Tag, note 10
p197, Person, DSLRguide
t1949, Tag, dslrguide
t1950, Tag, simon cade
t1952, Tag, dslr guide
t1954, Tag, techniques
t1956, Tag, cinematography
t1957, Tag, cinematic
p198, Person, UrAvgConsumer
t1959, Tag, uravgconsumer
t1960, Tag, uac
t1961, Tag, your average consumer
t1962, Tag, gundam
t1963, Tag, gunpla
t1966, Tag, vs
t1967, Tag, iphone 11
t1968, Tag, smart home
p199, Person, TechSmartt
t1969, Tag, techsmartt
t1970, Tag, techsmart
t1971, Tag, wish
t1973, Tag, airpods 2
t1974, Tag, keaton
t1975, Tag, wish app
t1976, Tag, airpods
t1977, Tag, apple airpods pro
t1978, Tag, apple airpods
p200, Person, TechRadar
t1979, Tag, technology
t1980, Tag, techradar
t1983, Tag, google pixel
t1984, Tag, pixel
t1986, Tag, hands on
t1987, Tag, foldable
t1988, Tag, gadgets
p201, Person, PhoneBuff
t1989, Tag, phonebuff
t1990, Tag, phone buff
t1991, Tag, phone
t1992, Tag, smartphone
t1993, Tag, tech review
t1995, Tag, overview
t1997, Tag, android
p202, Person, wwjoshdew
t1999, Tag, google
t2001, Tag, cpu cooler
t2002, Tag, rgb
t2003, Tag, noctua
t2004, Tag, meshify c
t2005, Tag, 10
p203, Person, Jonathan Morrison
t2010, Tag, tld
t2013, Tag, terror jr
t2015, Tag, deep fusion photo
t2016, Tag, deep fusion camera
t2017, Tag, official
t2018, Tag, comparison
p204, Person, Hak5
t2019, Tag, hak5
t2020, Tag, hack
t2022, Tag, darren kitchen
t2023, Tag, hack5
t2024, Tag, hacker
t2025, Tag, shannon morse
t2026, Tag, snubs
t2027, Tag, def con 27
p205, Person, ColdFusion
t2029, Tag, coldfusion
t2030, Tag, tv
t2031, Tag, dagogo
t2032, Tag, altraide
t2034, Tag, apple
t2037, Tag, facebook
p206, Person, Austin Evans
t2039, Tag, austin evans
t2040, Tag, this is
t2042, Tag, ken
t2043, Tag, ken bolido
t2047, Tag, microsoft
t2048, Tag, mystery tech
p207, Person, PhoneDog
t2049, Tag, beauhd
t2050, Tag, phonedog
t2051, Tag, media
t2053, Tag, mobile
t2056, Tag, install
t2057, Tag, top ios apps
t2058, Tag, best android apps
p208, Person, Techmoan
t2059, Tag, player
t2060, Tag, 1980s
t2062, Tag, tape
t2064, Tag, bluetooth
t2065, Tag, clock
t2066, Tag, digital
t2067, Tag, demo
t2068, Tag, recorder
p209, Person, Tech YES City
t2069, Tag, tech yes city
t2070, Tag, tech vlog
t2071, Tag, cheap gaming pc
t2072, Tag, cheapest gaming pc
t2073, Tag, pc gaming
t2074, Tag, gaming pc
t2075, Tag, pc build
t2076, Tag, budget gaming pc
t2077, Tag, how to optimize windows 10 for gaming
t2078, Tag, hard drive
p210, Person, Bosnianbill
t2079, Tag, master pro series
t2080, Tag, master 7050
t2081, Tag, master lock 7050
t2082, Tag, disc detainer lock
t2083, Tag, lock pick
t2084, Tag, disc detainer lock pick
t2085, Tag, lock picking asmr
t2086, Tag, bike lock
t2087, Tag, tubular lock pick
t2088, Tag, tubular lock pick homemade
p211, Person, Android Authority
t2089, Tag, mobile tech
t2091, Tag, mobile photography
t2092, Tag, best android
t2093, Tag, rog 2
t2094, Tag, asus rog 2
t2095, Tag, android 10
t2096, Tag, android q
t2097, Tag, best samsung
t2098, Tag, smartphones
p212, Person, Jon Rettinger
t2099, Tag, jon rettinger
t2100, Tag, jon4lakers
t2101, Tag, technobuffalo
t2103, Tag, iphone 11 pro
t2106, Tag, new iphone
t2107, Tag, apple iphone 11
t2108, Tag, iphone 11 pro camera
p213, Person, Tampatec
t2111, Tag, ebay repair challenge
t2112, Tag, service
t2113, Tag, how to fix samsung tv
t2114, Tag, tv repair service
t2115, Tag, electronics
t2116, Tag, samsung tv repair
t2117, Tag, tampatec
t2118, Tag, fix
p214, Person, MW Technology
t2119, Tag, benchmarks
t2120, Tag, 4k camera comparison
t2122, Tag, battery life test
t2123, Tag, camera comparison
t2124, Tag, surface pro x vs surface pro 7
t2125, Tag, battery life
t2126, Tag, ps5
t2127, Tag, nintendo switch lite review
t2128, Tag, spec comparison
p215, Person, Linus Tech Tips
t2133, Tag, nvidia
t2134, Tag, amd
t2135, Tag, intel
t2136, Tag, workstation
t2137, Tag, performance
t2138, Tag, competition
p216, Person, Tinkernut
t2142, Tag, tinkernut
t2144, Tag, weekend hacker
t2145, Tag, gigafide
t2146, Tag, tinker
t2147, Tag, arduino
t2148, Tag, raspberry pi
p217, Person, Computing Forever
t2149, Tag, computing forever
t2150, Tag, dave cullen
t2151, Tag, star trek
t2152, Tag, ireland
t2153, Tag, charlie’s angels
t2154, Tag, how is this a thing?
t2156, Tag, rise of skywalker
t2157, Tag, rise of skywalker trailer
t2158, Tag, star wars: the rise of skywalker
p218, Person, Sonic Electronix
t2159, Tag, sonicelectronix.com
t2160, Tag, car audio
t2161, Tag, car speakers
t2162, Tag, sonic electronix review
t2163, Tag, ces 2019
t2164, Tag, subwoofers
t2165, Tag, easy to install
t2166, Tag, crutchfield
t2167, Tag, speakers
t2168, Tag, stereo
p219, Person, Booredatwork.com
t2170, Tag, gadget review
t2171, Tag, project xcloud beta
t2172, Tag, cloud gaming
t2173, Tag, motorola razr vs galaxy fold
t2174, Tag, motorola razr 2019
t2176, Tag, samsung galaxy fold
t2177, Tag, moto
t2178, Tag, galaxy fold review
p220, Person, Unbox Therapy
t2179, Tag, unbox therapy
t2180, Tag, lew later
t2188, Tag, iphone
p221, Person, The Scran Line
t2189, Tag, cupcakes
t2190, Tag, how to make vanilla cupcakes
t2191, Tag, easy cupcake recipes
t2192, Tag, vanilla cupcakes
t2193, Tag, french macarons
t2194, Tag, the scran line
t2195, Tag, the scranline
t2196, Tag, nick makrides
t2197, Tag, pastry design
t2198, Tag, how to pipe cupcakes
p222, Person, Clean & Delicious
t2200, Tag, clean eating
t2201, Tag, Dani Spies
t2202, Tag, easy recipes
t2203, Tag, clean and delicious
t2204, Tag, meal prep
t2205, Tag, grocery haul
t2206, Tag, meal prep recipes
t2207, Tag, breakfast ideas
t2208, Tag, healthy breakfast
p223, Person, STREET FOOD
t2210, Tag, Street Food
t2211, Tag, street food
t2212, Tag, non veg meals
t2213, Tag, veg meals
t2214, Tag, road side meals
t2215, Tag, indian street food
t2216, Tag, awesome roadside meals hyderabad
t2217, Tag, delicious roadside meals
t2218, Tag, aunty meals
p224, Person, Hilah Cooking
t2219, Tag, cooking
t2220, Tag, texmex recipes
t2221, Tag, learn to cook
t2222, Tag, cooking show
t2223, Tag, texmex
t2224, Tag, mexican recipes
t2225, Tag, internet cooking show
t2226, Tag, online cooking show
t2227, Tag, online cooking lessons
t2228, Tag, cooking channel
p225, Person, Chef Mama Rosa
t2229, Tag, Vegan
t2230, Tag, Plant based
t2231, Tag, Onions
t2232, Tag, Chef Mama Rosa
t2233, Tag, Veggie
t2234, Tag, Pasta
t2235, Tag, Cake
t2236, Tag, Brownies
t2237, Tag, Cookies
t2238, Tag, Cook
p226, Person, Artisan Cake Company
t2239, Tag, sugar geek show
t2240, Tag, liz marek
t2241, Tag, cake
t2242, Tag, artisan cake company
t2244, Tag, modeling chocolate
t2245, Tag, chocolate
t2246, Tag, lizzo marek
t2247, Tag, birthday
p227, Person, Home Cooking Adventure
t2249, Tag, side dishes
t2250, Tag, Thanksgiving side dish
t2251, Tag, Thanksgiving side dishes
t2252, Tag, coffee cake
t2253, Tag, nutella mousse cake
t2254, Tag, nutella knots
t2255, Tag, summer dessert
t2256, Tag, chocolate cake
t2257, Tag, roasted sweet potatoes rounds
t2258, Tag, roasted sweet potatoes
p228, Person, Common Man Cocktails
t2259, Tag, rum
t2260, Tag, tequila
t2261, Tag, cocktail recipes
t2262, Tag, tasting
t2264, Tag, gin
t2265, Tag, tiki cocktails
t2266, Tag, rum tasting
t2267, Tag, tiki drinks
t2268, Tag, passion fruit syrup
p229, Person, Steph and Adam
t2269, Tag, vegan meal prep
t2271, Tag, vegan meal prep for weight loss
t2272, Tag, fit couple cooks
t2274, Tag, steph and adam
t2275, Tag, plant based meal prep
t2277, Tag, vegan meal plan
t2278, Tag, vegan meal prep for the week
p230, Person, Just One Cookbook
t2279, Tag, recipe
t2280, Tag, japanese food
t2281, Tag, how to make
t2285, Tag, how to cook
t2286, Tag, 作り方
t2287, Tag, レシピ
t2288, Tag, japanese cuisine
p231, Person, Rajshri Food
t2289, Tag, rajshri food
t2292, Tag, Bhumika
t2293, Tag, breakfast recipes
t2294, Tag, Rajshri Food
t2295, Tag, Rajshri food
t2297, Tag, varun inamdar
t2298, Tag, diwali
p232, Person, Edgy Veg
t2299, Tag, vegan
t2300, Tag, edgy veg
t2301, Tag, easy vegan recipes
t2302, Tag, vegan recipes
t2303, Tag, vegan recipe
t2304, Tag, best vegan recipes
t2305, Tag, vegan cooking
t2306, Tag, veganism
t2307, Tag, sauce stache
t2308, Tag, vegetarian
p233, Person, Erwan Heussaff
t2309, Tag, erwan
t2310, Tag, heussaff
t2311, Tag, thefatkidinside
t2312, Tag, philippines
t2313, Tag, blog
t2317, Tag, manila
p234, Person, Divas Can Cook
t2319, Tag, divascancook
t2321, Tag, cooking video
t2323, Tag, easy recipe
t2324, Tag, cooking videos
t2326, Tag, how to bake
t2328, Tag, food network
p235, Person, Cake Style
t2330, Tag, amazing cakes
t2331, Tag, cake decorating
t2332, Tag, cake style
t2333, Tag, icing
t2334, Tag, frosting
t2335, Tag, learn
t2338, Tag, how to make a cake
p236, Person, Kin
t2339, Tag, kincommunity
t2340, Tag, Kin Community
t2343, Tag, recipes
t2344, Tag, kin
t2346, Tag, home
t2347, Tag, crafts
t2348, Tag, Make Your Way Home
p237, Person, POPSUGAR Food
t2349, Tag, POPSUGAR Food
t2350, Tag, pop sugar food
t2351, Tag, pop sugar
t2353, Tag, eating
t2355, Tag, food tutorials
t2356, Tag, kitchen
t2357, Tag, get the dish
t2358, Tag, dessert recipes
p238, Person, Jenny Mustard
t2359, Tag, minimalism
t2360, Tag, jenny mustard
t2362, Tag, minimalist
t2363, Tag, the mustards
t2365, Tag, david mustard
t2366, Tag, london blogger
t2367, Tag, london
t2368, Tag, uk fashion
p239, Person, How To Make Sushi
t2371, Tag, chef devaux
t2372, Tag, how to make sushi
t2373, Tag, sushi
t2375, Tag, delicious
t2377, Tag, como hacer sushi
t2378, Tag, make sushi
p240, Person, Rosanna Pansino
t2380, Tag, lol
t2382, Tag, rosanna pansino
t2386, Tag, guest
p241, Person, Gordon Ramsay
t2389, Tag, Gordon
t2390, Tag, Gordon Ramsay
t2391, Tag, Ramsay
t2392, Tag, Ramsey
t2393, Tag, Chef Ramsay
t2394, Tag, Recipe
t2395, Tag, Recipes
t2396, Tag, Food
t2397, Tag, Cooking
t2398, Tag, Cookery
p242, Person, ChefSteps
t2399, Tag, thanksgiving
t2400, Tag, chefsteps
t2402, Tag, Apple Pie
t2403, Tag, Super Apple Pie
t2404, Tag, Super
t2405, Tag, Apple
t2406, Tag, Pie
t2407, Tag, Thanksgiving
t2408, Tag, infused oil
p243, Person, HellthyJunkFood
t2409, Tag, fast food
t2412, Tag, fried chicken
t2413, Tag, food review
t2414, Tag, eating show
t2415, Tag, 24 hours
t2417, Tag, filipino food
p244, Person, supercoolben
t2420, Tag, Awesome
t2421, Tag, Eats
t2422, Tag, Show
t2423, Tag, Mukbang
t2424, Tag, Eating
t2425, Tag, Tasty
t2426, Tag, McDonalds
t2427, Tag, Chicken McNuggets
t2428, Tag, Mustafas
p245, Person, caribbeanpot
t2429, Tag, chris de la rosa
t2430, Tag, gluten free
t2431, Tag, caribbeanpot
t2433, Tag, gallivanting
t2434, Tag, trinidad
t2435, Tag, Chris De La Rosa
t2437, Tag, curry
t2438, Tag, spicy
p246, Person, You Suck At Cooking
t2439, Tag, you suck at cooking
t2441, Tag, ysac
t2445, Tag, chef
t2447, Tag, how to-chef
p247, Person, The F Word
t2449, Tag, F word
t2450, Tag, f word uk
t2451, Tag, gordon Ramsay
t2452, Tag, f word gordon Ramsay
t2453, Tag, gordon Ramsay cooking
t2454, Tag, gordon Ramsay recipe
t2455, Tag, gordon Ramsay food
t2456, Tag, f word full episode
t2457, Tag, f word recipe
t2458, Tag, f word watch online
p248, Person, Bhavna's Kitchen
t2459, Tag, food and drink
t2460, Tag, bhavna's kitchen
t2461, Tag, vegetarian cooking
t2462, Tag, quick healthy recipes
t2464, Tag, gluten free recipes
t2465, Tag, indian recipe videos
t2466, Tag, plant based protein recipes
t2467, Tag, indian recipes
t2468, Tag, bhavna's recipes
p249, Person, MommyTang
t2469, Tag, #mukbang
t2470, Tag, #englishmukbang
t2471, Tag, #먹방
t2472, Tag, #vegankimchi
t2473, Tag, #vegan
t2474, Tag, #kimchi
t2475, Tag, #채식
t2476, Tag, #koreanveganfood
t2477, Tag, #veganrecipes
t2478, Tag, #easyasianrecipe
p250, Person, VICE News
t2480, Tag, vice news 2019
t2481, Tag, vice video
t2482, Tag, impeachment hearings
t2483, Tag, donald trump
t2484, Tag, the impeachment show
t2485, Tag, impeachment inquiry
t2486, Tag, vice news international
t2487, Tag, happening now
t2488, Tag, trump supporters
p251, Person, kxan
t2489, Tag, kxanaustin
t2490, Tag, kxanaustinnews
t2491, Tag, austinnews
t2492, Tag, kxan_news
t2495, Tag, austin news
t2496, Tag, austin police department
t2497, Tag, apd
t2498, Tag, investigates
p252, Person, The Young Turks
t2499, Tag, political establishment
t2500, Tag, 2020
t2501, Tag, 2020 election
t2502, Tag, impeachment investigation
t2504, Tag, public impeachment hearings
t2505, Tag, democratic debate
t2506, Tag, medicare for all
t2507, Tag, healthcare
t2508, Tag, health insurance
p253, Person, euronews (in English)
t2509, Tag, web-digital-stories
t2510, Tag, world
t2511, Tag, unreported-europe
t2512, Tag, inspire-middle-east
t2513, Tag, the-cube
t2514, Tag, domestic violence
t2515, Tag, ukraine
t2516, Tag, soviet union
t2517, Tag, famine
t2518, Tag, weather
p254, Person, RockNewmanShow
t2519, Tag, gentrification
t2520, Tag, ned sublette
t2521, Tag, constance sublette
t2522, Tag, rock newman
t2523, Tag, slave breeding
t2524, Tag, thomas jefferson
t2525, Tag, american slavery
t2526, Tag, american slave coast
t2527, Tag, abraham lincoln
t2528, Tag, george washington slaves
p255, Person, Bloomberg
t2529, Tag, bloomberg
t2531, Tag, climate change
t2532, Tag, businessweek
t2533, Tag, traveler
t2534, Tag, south korea
t2535, Tag, business
t2536, Tag, disease
t2537, Tag, medicine
t2538, Tag, space
p256, Person, The Majority Report w/ Sam Seder
t2539, Tag, sam seder
t2540, Tag, majority report
t2541, Tag, politics today
t2542, Tag, progressive news
t2543, Tag, political podcast
t2544, Tag, majority fm
t2545, Tag, seder today
t2546, Tag, sam seder podcast
t2547, Tag, liberal news
t2548, Tag, democrats
p257, Person, StormChasingVideo
t2549, Tag, winter storm
t2550, Tag, snow storm
t2551, Tag, wisconsin
t2552, Tag, scvwordpress
t2554, Tag, storms
t2555, Tag, hail storm
t2556, Tag, phoenix
t2557, Tag, az
t2558, Tag, arizona
p258, Person, The Telegraph
t2559, Tag, labour
t2561, Tag, jeremy corbyn
t2562, Tag, fire
t2563, Tag, manifesto
t2564, Tag, police
t2565, Tag, brexit deal
t2566, Tag, boris johnson
t2567, Tag, boris
t2568, Tag, conservatives
p259, Person, Peter Schiff
t2569, Tag, gold
t2570, Tag, inflation
t2571, Tag, dollar
t2572, Tag, interest rates
t2573, Tag, silver
t2574, Tag, economy
t2575, Tag, fed
t2576, Tag, recession
t2577, Tag, bitcoin
t2578, Tag, peter schiff
p260, Person, VICE
t2579, Tag, docs
t2580, Tag, culture
t2582, Tag, independent
t2583, Tag, vice.com
t2584, Tag, vice
t2585, Tag, vice videos
t2588, Tag, underground
p261, Person, CBC News
t2591, Tag, federal election
t2593, Tag, western alienation
t2594, Tag, impeachment
t2595, Tag, canada
t2596, Tag, construction
t2598, Tag, departmental review
p262, Person, Journeyman Pictures
t2599, Tag, extinction
t2600, Tag, poaching
t2601, Tag, elephants
t2602, Tag, communism
t2603, Tag, nature
t2604, Tag, illness
t2605, Tag, ethics
t2606, Tag, africa
t2607, Tag, central africa
t2608, Tag, cameroon
p263, Person, CNN
t2610, Tag, cnn international
t2611, Tag, us news
t2612, Tag, biden
t2614, Tag, cnn tonight
t2615, Tag, don lemon
t2616, Tag, hong kong
t2617, Tag, chris cuomo
p264, Person, Thom Hartmann Program
t2619, Tag, quid pro quo
t2620, Tag, thom hartmann
t2622, Tag, congress
t2623, Tag, senate
t2624, Tag, washington
t2625, Tag, thom hartmann program
t2626, Tag, too far left
t2627, Tag, obama revolutionary democrats
t2628, Tag, obama
p265, Person, Associated Press
t2630, Tag, aftermath
t2631, Tag, ap news
t2632, Tag, local news
t2633, Tag, associated press
t2634, Tag, apus127205
t2635, Tag, a5f8336caf0b40219c2be52a2ef3dbed
t2636, Tag, iraq pence (cr)
t2637, Tag, adil abdul-mahdi
t2638, Tag, michael pence
p266, Person, TYT's The Conversation
t2640, Tag, tyt interview
t2641, Tag, progressive democrat
t2642, Tag, income inequality
t2643, Tag, housing crisis
t2644, Tag, justice democrats
t2645, Tag, 191121__tc01gallagher
t2648, Tag, tyt
p267, Person, Right Side Broadcasting Network
t2649, Tag, speech
t2651, Tag, president trump
t2653, Tag, trump rally
t2654, Tag, bossier city
t2655, Tag, louisiana
t2656, Tag, trump rally live
t2657, Tag, #trump
t2658, Tag, #rally
p268, Person, Comrade Stump
t2659, Tag, 2016
t2660, Tag, milo yiannopoulos
t2662, Tag, can't stump
t2663, Tag, ben carson
t2664, Tag, united states
t2665, Tag, make america great again
t2666, Tag, north korea
t2667, Tag, kim jong un
t2668, Tag, kanye west
p269, Person, BBC News
t2669, Tag, bbc
t2670, Tag, bbc news
t2673, Tag, hong kong protest
t2675, Tag, jo swinson
t2676, Tag, election
t2677, Tag, hong kong protests
t2678, Tag, hong kong news
p270, Person, American Heroes Channel
t2679, Tag, history documentary
t2680, Tag, civil war
t2681, Tag, battle tales
t2682, Tag, military service
t2683, Tag, military veteran
t2684, Tag, combat veteran
t2685, Tag, war stories
t2686, Tag, adolf hitler
t2687, Tag, holocaust
t2688, Tag, genocide
p271, Person, SBS Dateline
t2690, Tag, international film
t2691, Tag, journalism
t2692, Tag, reporting
t2694, Tag, crime
t2695, Tag, tradition
t2697, Tag, freedom
t2698, Tag, sex
p272, Person, Fox News
t2700, Tag, fox news channel
t2703, Tag, trump news
t2705, Tag, personality
t2706, Tag, primary_politics
t2708, Tag, trump impeachment
p273, Person, FOX 10 Phoenix
t2711, Tag, #impeachmenthearing
t2712, Tag, #impeachmenthearings
t2713, Tag, jim jordan
t2714, Tag, closing statement
t2715, Tag, shifty schiff
t2716, Tag, impeachment hearing
t2717, Tag, adam schiff
t2718, Tag, impeachment hearing day 5
p274, Person, RT America
t2720, Tag, strike
t2722, Tag, teachers
t2723, Tag, california
t2724, Tag, brain
t2725, Tag, oil
t2726, Tag, sex offender
t2727, Tag, protests
p275, Person, Rebel News
t2730, Tag, ezra levant
t2731, Tag, keean bexte
t2732, Tag, sheila gunn reid
t2733, Tag, china
t2734, Tag, ron maclean
t2735, Tag, wexit
t2738, Tag, protest
p276, Person, The Guardian
t2739, Tag, guardian
t2741, Tag, gdnpfpnewsuk
t2742, Tag, uk
t2743, Tag, gdnpfpnewsworld
t2745, Tag, gdnpfpnewspolitics
t2747, Tag, poverty
t2748, Tag, death anxiety
